RMS,MAV,VAR,ZC,SSC,Label
0.0957578758417742,0.0758412726995308,0.0091695707857286,49.0,53.0,0.0
0.0964372299666872,0.0766394990410352,0.0093001393236477,49.0,53.0,0.0
0.0961671485376306,0.0765679887825358,0.0092481204578587,49.0,52.0,0.0
0.0958447161266652,0.0761348080364828,0.009186209609401,50.0,52.0,0.0
0.0953844712069839,0.0755290648649689,0.0090981973474359,51.0,54.0,0.0
0.0951082569789821,0.0752019160322996,0.0090455805455801,50.0,52.0,0.0
0.0950903262556358,0.0749612179588269,0.0090421701474032,50.0,51.0,0.0
0.0956881032321636,0.0757133133325829,0.0091562131001692,49.0,51.0,0.0
0.0962518941823449,0.0764635589605602,0.0092644271336893,49.0,51.0,0.0
0.096127288975238,0.0764393650853026,0.0092404556857289,49.0,52.0,0.0
0.0958118348502518,0.0761089103389921,0.0091799076973719,50.0,52.0,0.0
0.0954886842245253,0.0757999546690884,0.0091180888149311,49.0,51.0,0.0
0.0956294450342875,0.0761963919803924,0.0091449907575658,49.0,51.0,0.0
0.0953126667947218,0.0754459866557859,0.0090845044515216,49.0,50.0,0.0
0.0955590727550115,0.07555329641337,0.0091315363857975,50.0,50.0,0.0
0.0957914592617066,0.0756350919562744,0.0091760036674871,50.0,50.0,0.0
0.0957931782516785,0.0757647682017317,0.0091763329995578,49.0,50.0,0.0
0.0957342122329167,0.0755691115469677,0.0091650393918571,50.0,49.0,0.0
0.0965759229866386,0.0765904774740665,0.0093269089007211,49.0,51.0,0.0
0.0977547513408889,0.0776581524272172,0.009555991409719,49.0,51.0,0.0
0.0972750918956957,0.0773975171116446,0.009462443503316,49.0,50.0,0.0
0.0962352946393082,0.0764636058859209,0.0092612319343144,50.0,50.0,0.0
0.0954218848353524,0.0756077325630873,0.0091053361055312,50.0,49.0,0.0
0.0954057740479735,0.07579898395608,0.0091022617216929,49.0,49.0,0.0
0.0952205662964786,0.0754639243703962,0.009066956245822,50.0,50.0,0.0
0.0957481795363183,0.0756624673881361,0.009167713884519,50.0,49.0,0.0
0.0961981563655836,0.0762941687694157,0.0092540852881372,49.0,50.0,0.0
0.0962755851937167,0.0765453709719518,0.0092689883043926,49.0,50.0,0.0
0.0957788279324923,0.0758260832546548,0.0091735838801219,49.0,49.0,0.0
0.0956436572435918,0.0756927967309198,0.0091477091709296,49.0,51.0,0.0
0.0963272516209868,0.0764835341656311,0.0092789394048529,49.0,51.0,0.0
0.0960795224852108,0.0764064892382427,0.0092312746409861,49.0,50.0,0.0
